Start time,End time,Sensor_ID,Label,Label_ID,Activity_ID,Case_ID
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,26,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,26,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,27,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,28,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,28,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,28,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,28,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,28,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,28,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,get drink,17,28,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,29,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,29,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,29,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,29,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,29,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,get drink,17,29,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,get drink,17,29,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,30,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,get drink,17,30,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,30,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,get drink,17,30,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,get drink,17,30,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,get drink,17,30,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,get drink,17,30,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,7,use toilet,4,31,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,31,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,31,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,use toilet,4,31,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,use toilet,4,31,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,use toilet,4,31,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,use toilet,4,31,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,32,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,32,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,use toilet,4,32,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,use toilet,4,32,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,use toilet,4,32,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,use toilet,4,32,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,use toilet,4,32,25_2
2008-02-25 17:55:00,2008-02-25 17:55:00,8,use toilet,4,33,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,use toilet,4,33,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,use toilet,4,33,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,use toilet,4,33,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,use toilet,4,33,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,use toilet,4,33,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,use toilet,4,33,25_2
2008-02-25 18:31:00,2008-02-25 18:32:00,6,use toilet,4,34,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,use toilet,4,34,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,use toilet,4,34,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,use toilet,4,34,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,use toilet,4,34,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,use toilet,4,34,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,use toilet,4,34,25_2
2008-02-25 18:32:00,2008-02-25 18:32:00,6,prepare Dinner,15,35,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,prepare Dinner,15,35,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,prepare Dinner,15,35,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,prepare Dinner,15,35,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,prepare Dinner,15,35,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,35,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,35,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,14,prepare Dinner,15,36,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,prepare Dinner,15,36,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,prepare Dinner,15,36,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,prepare Dinner,15,36,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,36,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,36,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,36,25_2
2008-02-25 18:33:00,2008-02-25 18:33:00,6,prepare Dinner,15,37,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,prepare Dinner,15,37,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,prepare Dinner,15,37,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,37,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,37,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,37,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,37,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,23,prepare Dinner,15,38,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,prepare Dinner,15,38,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,38,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,38,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,38,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,38,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,38,25_2
2008-02-25 19:40:00,2008-02-25 19:40:00,8,prepare Dinner,15,39,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,39,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,39,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,39,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,39,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,39,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,39,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,40,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,40,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,40,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,40,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,40,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,40,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,40,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,41,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,41,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,41,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,41,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,41,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,41,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,41,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,42,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,42,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,42,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,42,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,42,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,42,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,42,25_2
2008-02-25 19:41:00,2008-02-25 19:41:00,8,prepare Dinner,15,43,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,43,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,43,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,43,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,43,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,43,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,43,25_2
2008-02-25 19:41:00,2008-02-25 19:43:00,23,prepare Dinner,15,44,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,44,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,44,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,44,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,44,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,44,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,44,25_2
2008-02-25 19:47:00,2008-02-25 19:47:00,8,prepare Dinner,15,45,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,45,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,45,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,45,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,45,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,45,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,45,25_2
2008-02-25 19:54:00,2008-02-25 19:54:00,9,prepare Dinner,15,46,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,46,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,46,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,46,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,46,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,46,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,46,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,18,prepare Dinner,15,47,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,47,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,47,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,47,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,47,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,47,25_2
2008-02-25 20:01:00,2008-02-25 20:01:00,8,prepare Dinner,15,47,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,48,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,48,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,48,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,48,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,48,25_2
2008-02-25 20:01:00,2008-02-25 20:01:00,8,prepare Dinner,15,48,25_2
2008-02-25 20:01:00,2008-02-25 20:01:00,9,prepare Dinner,15,48,25_2
2008-02-25 19:56:00,2008-02-25 19:56:00,7,prepare Dinner,15,49,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,49,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,49,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,49,25_2
2008-02-25 20:01:00,2008-02-25 20:01:00,8,prepare Dinner,15,49,25_2
2008-02-25 20:01:00,2008-02-25 20:01:00,9,prepare Dinner,15,49,25_2
2008-02-25 20:04:00,2008-02-25 20:04:00,1,prepare Dinner,15,49,25_2
2008-02-25 19:57:00,2008-02-25 19:57:00,17,prepare Dinner,15,50,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,50,25_2
2008-02-25 20:00:00,2008-02-25 20:00:00,8,prepare Dinner,15,50,25_2
2008-02-25 20:01:00,2008-02-25 20:01:00,8,prepare Dinner,15,50,25_2
