Start time,End time,ID,Val
25/02/2008 23:30,25/02/2008 23:30,5,1
25/02/2008 23:31,25/02/2008 23:32,24,1
25/02/2008 23:32,25/02/2008 23:32,24,1
26/02/2008 00:38,26/02/2008 00:38,24,1
26/02/2008 00:38,26/02/2008 00:38,5,1
26/02/2008 00:38,26/02/2008 00:39,24,1
26/02/2008 00:39,26/02/2008 00:39,5,1
26/02/2008 00:39,26/02/2008 00:39,5,1
26/02/2008 00:39,26/02/2008 00:39,5,1
26/02/2008 00:39,26/02/2008 00:39,5,1
26/02/2008 00:39,26/02/2008 00:39,14,1
26/02/2008 00:39,26/02/2008 00:39,5,1
26/02/2008 00:40,26/02/2008 00:40,5,1
26/02/2008 00:40,26/02/2008 00:40,5,1
26/02/2008 00:46,26/02/2008 00:46,24,1
26/02/2008 00:46,26/02/2008 03:14,24,1
26/02/2008 03:13,26/02/2008 03:13,6,1
26/02/2008 03:14,26/02/2008 03:14,14,1
26/02/2008 03:14,26/02/2008 03:14,6,1
26/02/2008 08:35,26/02/2008 08:35,24,1
26/02/2008 08:36,26/02/2008 08:36,6,1
26/02/2008 08:36,26/02/2008 08:36,24,1
26/02/2008 08:36,26/02/2008 08:36,24,1
26/02/2008 08:36,26/02/2008 08:36,6,1
26/02/2008 09:15,26/02/2008 09:15,24,1
26/02/2008 09:15,26/02/2008 23:02,24,1
26/02/2008 09:15,26/02/2008 09:15,6,1
26/02/2008 09:18,26/02/2008 09:18,6,1
26/02/2008 09:18,26/02/2008 09:18,14,1
26/02/2008 09:26,26/02/2008 09:26,9,1
26/02/2008 09:26,26/02/2008 09:26,23,1
26/02/2008 09:27,26/02/2008 09:27,23,1
26/02/2008 09:28,26/02/2008 09:28,8,1
26/02/2008 09:28,26/02/2008 09:29,8,1
26/02/2008 09:48,26/02/2008 09:48,5,1
26/02/2008 09:48,26/02/2008 09:48,5,1
26/02/2008 09:58,26/02/2008 09:58,5,1
26/02/2008 09:58,26/02/2008 23:01,5,1
26/02/2008 10:06,26/02/2008 10:06,12,1
26/02/2008 20:31,26/02/2008 20:31,12,1
26/02/2008 20:31,26/02/2008 20:31,12,1
26/02/2008 20:33,26/02/2008 20:35,6,1
26/02/2008 21:02,26/02/2008 21:02,6,1
26/02/2008 21:03,26/02/2008 21:03,14,1
26/02/2008 21:03,26/02/2008 21:03,6,1
26/02/2008 21:39,26/02/2008 21:39,8,1
26/02/2008 21:39,26/02/2008 21:39,8,1
26/02/2008 21:40,26/02/2008 21:40,7,1
26/02/2008 21:40,26/02/2008 21:40,8,1
26/02/2008 22:10,26/02/2008 22:10,12,1
26/02/2008 22:10,26/02/2008 22:11,12,1
26/02/2008 22:56,26/02/2008 22:56,6,1
26/02/2008 22:57,26/02/2008 22:57,14,1
26/02/2008 22:58,26/02/2008 22:58,6,1
26/02/2008 22:58,26/02/2008 22:58,6,1
26/02/2008 22:58,26/02/2008 22:58,6,1
26/02/2008 22:58,26/02/2008 22:58,6,1
26/02/2008 22:58,26/02/2008 22:58,6,1
26/02/2008 22:59,26/02/2008 22:59,6,1
26/02/2008 22:59,26/02/2008 22:59,6,1
26/02/2008 23:00,26/02/2008 23:00,6,1
26/02/2008 23:01,27/02/2008 08:16,5,1
27/02/2008 05:29,27/02/2008 05:30,24,1
27/02/2008 05:29,27/02/2008 05:29,6,1
27/02/2008 05:30,27/02/2008 05:30,14,1
27/02/2008 05:30,27/02/2008 05:30,6,1
27/02/2008 08:00,27/02/2008 08:00,24,1
27/02/2008 08:00,28/02/2008 00:16,24,1
27/02/2008 08:01,27/02/2008 08:01,9,1
27/02/2008 08:01,27/02/2008 08:01,23,1
27/02/2008 08:01,27/02/2008 08:01,8,1
27/02/2008 08:01,27/02/2008 08:02,8,1
27/02/2008 08:13,27/02/2008 08:13,6,1
27/02/2008 08:13,27/02/2008 08:14,6,1
27/02/2008 08:15,27/02/2008 08:15,14,1
27/02/2008 08:15,27/02/2008 08:15,6,1
27/02/2008 08:26,27/02/2008 08:26,5,1
27/02/2008 08:26,27/02/2008 08:26,5,1
27/02/2008 08:34,27/02/2008 08:34,12,1
27/02/2008 18:58,27/02/2008 18:58,12,1
27/02/2008 18:59,27/02/2008 19:01,23,1
27/02/2008 19:00,27/02/2008 19:00,8,1
27/02/2008 19:02,27/02/2008 19:02,18,1
27/02/2008 19:02,27/02/2008 19:02,8,1
27/02/2008 19:03,27/02/2008 19:03,17,1
27/02/2008 19:05,27/02/2008 19:05,8,1
27/02/2008 19:05,27/02/2008 19:05,8,1
27/02/2008 19:08,27/02/2008 19:08,8,1
27/02/2008 19:09,27/02/2008 19:09,9,1
27/02/2008 19:16,27/02/2008 19:16,9,1
27/02/2008 19:19,27/02/2008 19:19,7,1
27/02/2008 19:19,27/02/2008 19:20,8,1
27/02/2008 20:35,27/02/2008 20:35,6,1
27/02/2008 20:35,27/02/2008 20:35,14,1
27/02/2008 20:35,27/02/2008 20:36,6,1
27/02/2008 23:03,27/02/2008 23:03,6,1
27/02/2008 23:05,27/02/2008 23:05,14,1
27/02/2008 23:05,27/02/2008 23:05,6,1
27/02/2008 23:06,27/02/2008 23:14,13,1
27/02/2008 23:06,27/02/2008 23:13,9,1
27/02/2008 23:06,27/02/2008 23:06,7,1
27/02/2008 23:06,27/02/2008 23:11,7,1
27/02/2008 23:10,27/02/2008 23:11,18,1
27/02/2008 23:16,27/02/2008 23:17,9,1
27/02/2008 23:20,27/02/2008 23:20,8,1
27/02/2008 23:20,27/02/2008 23:20,8,1
27/02/2008 23:23,27/02/2008 23:23,8,1
27/02/2008 23:23,27/02/2008 23:24,8,1
27/02/2008 23:26,27/02/2008 23:37,6,1
27/02/2008 23:37,27/02/2008 23:37,14,1
27/02/2008 23:37,27/02/2008 23:37,14,1
27/02/2008 23:37,28/02/2008 00:10,5,1
27/02/2008 23:42,27/02/2008 23:42,18,1
28/02/2008 00:10,28/02/2008 00:10,5,1
28/02/2008 00:11,28/02/2008 00:13,6,1
28/02/2008 00:13,28/02/2008 00:13,14,1
28/02/2008 00:13,28/02/2008 00:13,6,1
28/02/2008 00:13,28/02/2008 00:13,6,1
28/02/2008 00:13,28/02/2008 00:13,6,1
28/02/2008 00:13,28/02/2008 00:15,5,1
28/02/2008 00:15,28/02/2008 00:15,5,1
28/02/2008 00:16,28/02/2008 00:16,5,1
28/02/2008 00:20,28/02/2008 00:20,24,1
28/02/2008 07:05,28/02/2008 07:05,24,1
28/02/2008 07:05,28/02/2008 07:07,24,1
28/02/2008 07:06,28/02/2008 07:06,6,1
28/02/2008 07:07,28/02/2008 07:07,14,1
28/02/2008 07:07,28/02/2008 07:07,6,1
28/02/2008 09:48,28/02/2008 09:48,24,1
28/02/2008 09:48,28/02/2008 23:25,24,1
28/02/2008 09:48,28/02/2008 09:49,6,1
28/02/2008 09:49,28/02/2008 09:49,6,1
28/02/2008 09:49,28/02/2008 09:49,14,1
28/02/2008 09:50,28/02/2008 09:50,9,1
28/02/2008 09:50,28/02/2008 09:50,23,1
28/02/2008 09:50,28/02/2008 09:50,23,1
28/02/2008 09:50,28/02/2008 09:50,23,1
28/02/2008 09:50,28/02/2008 09:50,23,1
28/02/2008 09:50,28/02/2008 09:50,23,1
28/02/2008 09:51,28/02/2008 09:51,23,1
28/02/2008 09:51,28/02/2008 09:51,23,1
28/02/2008 09:51,28/02/2008 09:51,8,1
28/02/2008 10:35,28/02/2008 10:35,6,1
28/02/2008 10:37,28/02/2008 10:37,14,1
28/02/2008 10:37,28/02/2008 10:37,6,1
28/02/2008 10:38,28/02/2008 10:38,5,1
28/02/2008 10:46,28/02/2008 10:46,5,1
28/02/2008 10:46,28/02/2008 10:46,5,1
28/02/2008 10:58,28/02/2008 10:58,12,1
28/02/2008 18:34,28/02/2008 18:34,12,1
28/02/2008 18:35,28/02/2008 18:35,8,1
28/02/2008 18:35,28/02/2008 18:35,1,1
28/02/2008 18:37,28/02/2008 18:37,1,1
28/02/2008 18:37,28/02/2008 18:37,8,1
28/02/2008 18:37,28/02/2008 18:37,1,1
28/02/2008 18:48,28/02/2008 18:48,6,1
28/02/2008 18:48,28/02/2008 18:48,14,1
28/02/2008 18:48,28/02/2008 18:48,6,1
28/02/2008 18:49,28/02/2008 18:49,5,1
28/02/2008 18:49,28/02/2008 18:51,5,1
28/02/2008 18:53,28/02/2008 18:53,12,1
28/02/2008 21:35,28/02/2008 21:35,12,1
28/02/2008 21:40,28/02/2008 21:40,6,1
28/02/2008 21:42,28/02/2008 21:42,14,1
28/02/2008 21:42,28/02/2008 21:42,6,1
28/02/2008 22:20,28/02/2008 22:21,23,1
28/02/2008 22:21,28/02/2008 22:21,23,1
28/02/2008 22:22,28/02/2008 22:22,5,1
28/02/2008 22:22,28/02/2008 23:23,5,1
28/02/2008 23:23,28/02/2008 23:23,5,1
28/02/2008 23:23,28/02/2008 23:23,6,1
28/02/2008 23:23,28/02/2008 23:23,6,1
28/02/2008 23:24,28/02/2008 23:24,14,1
28/02/2008 23:24,28/02/2008 23:24,6,1
28/02/2008 23:24,28/02/2008 23:25,5,1
29/02/2008 08:03,29/02/2008 08:03,24,1
29/02/2008 08:03,29/02/2008 08:03,6,1
29/02/2008 08:03,29/02/2008 08:03,6,1
29/02/2008 08:03,29/02/2008 08:04,24,1
29/02/2008 08:04,29/02/2008 08:04,6,1
29/02/2008 10:20,29/02/2008 10:20,24,1
29/02/2008 10:20,02/03/2008 20:38,24,1
29/02/2008 10:22,29/02/2008 10:22,9,1
29/02/2008 10:22,29/02/2008 10:23,23,1
29/02/2008 10:23,29/02/2008 10:23,8,1
29/02/2008 10:30,29/02/2008 10:30,6,1
29/02/2008 10:30,29/02/2008 10:30,14,1
29/02/2008 10:30,29/02/2008 10:30,14,1
29/02/2008 10:30,29/02/2008 10:30,6,1
29/02/2008 10:30,29/02/2008 10:31,5,1
29/02/2008 10:31,29/02/2008 10:31,5,1
29/02/2008 10:38,29/02/2008 10:38,5,1
29/02/2008 10:38,29/02/2008 19:22,5,1
29/02/2008 10:48,29/02/2008 10:48,12,1
29/02/2008 18:17,29/02/2008 18:17,12,1
29/02/2008 18:18,29/02/2008 18:18,8,1
29/02/2008 18:41,29/02/2008 18:41,12,1
29/02/2008 19:20,29/02/2008 19:20,12,1
29/02/2008 19:24,29/02/2008 19:24,6,1
29/02/2008 19:24,29/02/2008 19:24,14,1
29/02/2008 19:25,29/02/2008 19:25,6,1
29/02/2008 19:41,29/02/2008 19:41,13,1
29/02/2008 19:41,29/02/2008 19:44,13,1
29/02/2008 19:45,29/02/2008 19:45,8,1
29/02/2008 19:46,29/02/2008 19:46,7,1
29/02/2008 19:46,29/02/2008 19:46,9,1
29/02/2008 19:46,29/02/2008 19:46,8,1
29/02/2008 19:47,29/02/2008 19:47,23,1
29/02/2008 19:47,29/02/2008 19:47,8,1
29/02/2008 19:49,29/02/2008 19:49,18,1
29/02/2008 20:10,29/02/2008 20:10,8,1
29/02/2008 20:13,29/02/2008 20:13,18,1
29/02/2008 20:37,29/02/2008 20:38,18,1
29/02/2008 20:43,29/02/2008 20:43,8,1
29/02/2008 20:43,29/02/2008 20:43,8,1
29/02/2008 20:43,29/02/2008 20:43,8,1
29/02/2008 20:44,29/02/2008 20:44,18,1
29/02/2008 20:45,29/02/2008 20:45,8,1
29/02/2008 20:51,29/02/2008 20:51,7,1
29/02/2008 20:51,29/02/2008 20:51,9,1
29/02/2008 20:52,29/02/2008 20:52,18,1
29/02/2008 20:52,29/02/2008 20:52,18,1
29/02/2008 20:52,29/02/2008 20:52,18,1
29/02/2008 20:52,29/02/2008 20:52,18,1
29/02/2008 20:52,29/02/2008 20:52,18,1
29/02/2008 20:53,29/02/2008 20:53,18,1
29/02/2008 20:55,29/02/2008 20:55,8,1
29/02/2008 20:55,29/02/2008 20:55,17,1
29/02/2008 20:55,29/02/2008 20:55,8,1
29/02/2008 20:58,29/02/2008 20:59,18,1
29/02/2008 20:59,29/02/2008 20:59,8,1
29/02/2008 22:03,29/02/2008 22:03,12,1
29/02/2008 22:03,29/02/2008 22:03,12,1
02/03/2008 19:37,02/03/2008 19:37,12,1
02/03/2008 20:32,02/03/2008 20:32,5,1
02/03/2008 20:32,02/03/2008 20:37,5,1
02/03/2008 20:32,02/03/2008 20:34,20,1
02/03/2008 20:37,02/03/2008 20:37,6,1
02/03/2008 20:37,02/03/2008 20:37,14,1
02/03/2008 20:37,02/03/2008 20:37,6,1
02/03/2008 20:38,02/03/2008 20:38,24,1
02/03/2008 20:38,02/03/2008 20:39,24,1
02/03/2008 20:38,02/03/2008 20:39,5,1
02/03/2008 20:56,02/03/2008 20:56,24,1
02/03/2008 20:56,02/03/2008 22:03,24,1
02/03/2008 20:57,02/03/2008 20:57,17,1
02/03/2008 21:00,02/03/2008 21:00,9,1
02/03/2008 21:00,02/03/2008 21:00,9,1
02/03/2008 21:00,02/03/2008 21:00,17,1
02/03/2008 21:01,02/03/2008 21:01,17,1
02/03/2008 21:49,02/03/2008 21:49,20,1
02/03/2008 21:49,02/03/2008 21:50,20,1
02/03/2008 21:57,02/03/2008 21:58,6,1
02/03/2008 21:58,02/03/2008 21:58,6,1
02/03/2008 21:58,02/03/2008 21:58,6,1
02/03/2008 21:58,02/03/2008 21:58,14,1
02/03/2008 22:03,02/03/2008 22:03,6,1
02/03/2008 22:03,02/03/2008 22:03,14,1
02/03/2008 22:03,02/03/2008 22:03,6,1
03/03/2008 08:49,03/03/2008 08:49,24,1
03/03/2008 08:49,05/03/2008 00:22,24,1
03/03/2008 08:50,03/03/2008 08:50,6,1
03/03/2008 08:52,03/03/2008 08:52,6,1
03/03/2008 09:01,03/03/2008 09:01,9,1
03/03/2008 09:01,03/03/2008 09:01,23,1
03/03/2008 09:01,03/03/2008 09:01,23,1
03/03/2008 09:02,03/03/2008 09:02,9,1
03/03/2008 09:02,03/03/2008 09:02,23,1
03/03/2008 09:02,03/03/2008 09:02,8,1
03/03/2008 09:02,03/03/2008 09:02,8,1
03/03/2008 09:17,03/03/2008 09:17,5,1
03/03/2008 09:17,03/03/2008 09:17,5,1
03/03/2008 09:31,03/03/2008 09:31,5,1
03/03/2008 09:31,04/03/2008 09:10,5,1
03/03/2008 09:45,03/03/2008 09:45,12,1
04/03/2008 09:07,04/03/2008 09:07,12,1
04/03/2008 09:10,04/03/2008 09:10,6,1
04/03/2008 09:11,04/03/2008 09:11,6,1
04/03/2008 09:11,04/03/2008 09:11,14,1
04/03/2008 09:11,04/03/2008 09:11,6,1
04/03/2008 09:12,04/03/2008 18:20,5,1
04/03/2008 09:16,04/03/2008 09:16,12,1
04/03/2008 18:19,04/03/2008 18:19,12,1
04/03/2008 18:20,04/03/2008 18:20,6,1
04/03/2008 18:22,04/03/2008 18:22,14,1
04/03/2008 18:22,04/03/2008 18:23,6,1
04/03/2008 18:22,04/03/2008 18:29,5,1
04/03/2008 18:24,04/03/2008 18:25,20,1
04/03/2008 18:29,04/03/2008 23:44,6,1
04/03/2008 18:30,04/03/2008 18:30,12,1
04/03/2008 23:43,04/03/2008 23:43,12,1
04/03/2008 23:45,04/03/2008 23:45,6,1
04/03/2008 23:46,04/03/2008 23:46,20,1
04/03/2008 23:52,04/03/2008 23:52,8,1
04/03/2008 23:52,04/03/2008 23:52,7,1
04/03/2008 23:52,04/03/2008 23:52,8,1
05/03/2008 00:01,05/03/2008 00:01,6,1
05/03/2008 00:04,05/03/2008 00:04,14,1
05/03/2008 00:04,05/03/2008 00:04,5,1
05/03/2008 00:18,05/03/2008 00:18,5,1
05/03/2008 00:18,05/03/2008 00:19,5,1
05/03/2008 00:20,05/03/2008 00:21,6,1
05/03/2008 00:21,05/03/2008 00:21,14,1
05/03/2008 00:21,05/03/2008 00:21,5,1
05/03/2008 05:58,05/03/2008 05:58,24,1
05/03/2008 05:59,05/03/2008 06:04,24,1
05/03/2008 06:00,05/03/2008 06:00,6,1
05/03/2008 06:00,05/03/2008 06:00,14,1
05/03/2008 06:00,05/03/2008 06:01,6,1
05/03/2008 09:27,05/03/2008 09:27,24,1
05/03/2008 09:27,05/03/2008 23:33,24,1
05/03/2008 09:28,05/03/2008 09:29,6,1
05/03/2008 09:29,05/03/2008 09:29,14,1
05/03/2008 09:29,05/03/2008 09:29,6,1
05/03/2008 09:29,05/03/2008 09:30,9,1
05/03/2008 09:30,05/03/2008 09:30,23,1
05/03/2008 09:30,05/03/2008 09:30,8,1
05/03/2008 09:30,05/03/2008 09:30,23,1
05/03/2008 09:30,05/03/2008 09:30,8,1
05/03/2008 09:45,05/03/2008 09:45,5,1
05/03/2008 09:45,05/03/2008 09:45,5,1
05/03/2008 09:45,05/03/2008 20:13,6,1
05/03/2008 09:53,05/03/2008 09:53,5,1
05/03/2008 09:53,05/03/2008 19:48,5,1
05/03/2008 10:12,05/03/2008 10:12,12,1
05/03/2008 19:48,05/03/2008 19:48,12,1
05/03/2008 19:52,05/03/2008 19:52,17,1
05/03/2008 19:55,05/03/2008 19:55,23,1
05/03/2008 19:55,05/03/2008 19:55,9,1
05/03/2008 20:13,05/03/2008 20:13,6,1
05/03/2008 20:14,05/03/2008 20:14,14,1
05/03/2008 20:14,05/03/2008 20:14,6,1
05/03/2008 20:15,05/03/2008 20:15,18,1
05/03/2008 20:15,05/03/2008 20:15,18,1
05/03/2008 20:20,05/03/2008 20:20,9,1
05/03/2008 20:20,05/03/2008 20:20,8,1
05/03/2008 20:20,05/03/2008 20:20,8,1
05/03/2008 20:20,05/03/2008 20:20,8,1
05/03/2008 20:23,05/03/2008 20:23,9,1
05/03/2008 22:58,05/03/2008 22:58,5,1
05/03/2008 23:07,05/03/2008 23:07,6,1
05/03/2008 23:08,05/03/2008 23:08,14,1
05/03/2008 23:08,05/03/2008 23:08,6,1
05/03/2008 23:30,05/03/2008 23:30,5,1
05/03/2008 23:30,05/03/2008 23:32,5,1
05/03/2008 23:32,05/03/2008 23:32,6,1
05/03/2008 23:33,05/03/2008 23:33,14,1
05/03/2008 23:33,05/03/2008 23:33,14,1
05/03/2008 23:33,05/03/2008 23:33,14,1
05/03/2008 23:33,05/03/2008 23:33,14,1
05/03/2008 23:33,05/03/2008 23:33,14,1
05/03/2008 23:33,05/03/2008 23:33,14,1
06/03/2008 04:37,06/03/2008 04:37,24,1
06/03/2008 04:37,06/03/2008 04:39,24,1
06/03/2008 04:38,06/03/2008 04:38,6,1
06/03/2008 04:38,06/03/2008 04:38,6,1
06/03/2008 08:38,06/03/2008 08:38,24,1
06/03/2008 08:38,06/03/2008 23:18,24,1
06/03/2008 08:39,06/03/2008 08:39,6,1
06/03/2008 08:40,06/03/2008 08:40,6,1
06/03/2008 09:04,06/03/2008 09:04,18,1
06/03/2008 09:04,06/03/2008 09:04,8,1
06/03/2008 09:04,06/03/2008 09:04,8,1
06/03/2008 09:04,06/03/2008 09:04,8,1
06/03/2008 09:05,06/03/2008 09:05,8,1
06/03/2008 09:05,06/03/2008 09:05,9,1
06/03/2008 09:05,06/03/2008 09:05,8,1
06/03/2008 09:07,06/03/2008 09:07,17,1
06/03/2008 09:07,06/03/2008 09:07,9,1
06/03/2008 09:07,06/03/2008 09:07,17,1
06/03/2008 09:09,06/03/2008 09:09,7,1
06/03/2008 09:09,06/03/2008 09:09,1,1
06/03/2008 09:09,06/03/2008 09:10,8,1
06/03/2008 09:38,06/03/2008 09:38,6,1
06/03/2008 09:40,06/03/2008 09:40,14,1
06/03/2008 09:42,06/03/2008 09:42,14,1
06/03/2008 09:42,06/03/2008 09:42,6,1
06/03/2008 09:42,06/03/2008 09:43,5,1
06/03/2008 10:23,06/03/2008 10:23,5,1
06/03/2008 10:23,06/03/2008 10:23,5,1
06/03/2008 10:30,06/03/2008 10:30,5,1
06/03/2008 10:30,06/03/2008 10:30,5,1
06/03/2008 10:38,06/03/2008 10:38,12,1
06/03/2008 17:41,06/03/2008 17:41,12,1
06/03/2008 17:46,06/03/2008 17:46,8,1
06/03/2008 17:46,06/03/2008 17:46,8,1
06/03/2008 18:52,06/03/2008 18:52,6,1
06/03/2008 18:53,06/03/2008 18:53,14,1
06/03/2008 18:53,06/03/2008 18:53,14,1
06/03/2008 18:53,06/03/2008 18:53,6,1
06/03/2008 18:54,06/03/2008 18:54,23,1
06/03/2008 18:54,06/03/2008 18:54,17,1
06/03/2008 19:00,06/03/2008 19:00,7,1
06/03/2008 19:01,06/03/2008 19:01,18,1
06/03/2008 19:01,06/03/2008 19:02,18,1
06/03/2008 19:02,06/03/2008 19:03,23,1
06/03/2008 19:05,13/03/2008 18:56,1,1
06/03/2008 19:08,06/03/2008 19:08,18,1
06/03/2008 19:10,06/03/2008 19:11,23,1
06/03/2008 19:11,06/03/2008 19:11,9,1
06/03/2008 19:15,06/03/2008 19:15,8,1
06/03/2008 19:21,06/03/2008 19:21,18,1
06/03/2008 19:25,06/03/2008 19:25,18,1
06/03/2008 19:35,06/03/2008 19:35,9,1
06/03/2008 19:40,06/03/2008 19:40,8,1
06/03/2008 19:40,06/03/2008 19:40,8,1
06/03/2008 19:53,06/03/2008 19:53,13,1
06/03/2008 19:53,06/03/2008 19:57,13,1
06/03/2008 19:54,06/03/2008 19:55,9,1
06/03/2008 19:54,06/03/2008 19:54,18,1
06/03/2008 19:55,06/03/2008 19:55,9,1
06/03/2008 19:55,06/03/2008 19:57,7,1
06/03/2008 19:56,06/03/2008 19:56,18,1
06/03/2008 19:56,06/03/2008 19:58,18,1
06/03/2008 19:57,06/03/2008 19:57,7,1
06/03/2008 19:57,06/03/2008 19:57,7,1
06/03/2008 19:57,06/03/2008 19:57,7,1
06/03/2008 19:57,06/03/2008 19:57,9,1
06/03/2008 19:59,06/03/2008 19:59,17,1
06/03/2008 20:00,06/03/2008 20:00,18,1
06/03/2008 20:05,06/03/2008 20:11,13,1
06/03/2008 20:11,06/03/2008 20:11,13,1
06/03/2008 20:12,06/03/2008 20:12,18,1
06/03/2008 20:12,06/03/2008 20:12,18,1
06/03/2008 20:14,06/03/2008 20:14,18,1
06/03/2008 20:16,06/03/2008 20:16,23,1
06/03/2008 20:17,06/03/2008 20:17,23,1
06/03/2008 20:31,06/03/2008 20:31,18,1
06/03/2008 20:31,06/03/2008 20:31,18,1
06/03/2008 20:32,06/03/2008 20:32,18,1
06/03/2008 20:33,06/03/2008 20:33,18,1
06/03/2008 21:34,06/03/2008 21:34,23,1
06/03/2008 21:34,06/03/2008 21:35,23,1
06/03/2008 21:35,06/03/2008 21:35,23,1
06/03/2008 21:35,06/03/2008 21:35,17,1
06/03/2008 21:35,06/03/2008 21:35,23,1
06/03/2008 21:35,06/03/2008 21:35,23,1
06/03/2008 21:37,06/03/2008 21:37,23,1
06/03/2008 21:37,06/03/2008 21:37,7,1
06/03/2008 21:37,06/03/2008 21:37,8,1
06/03/2008 22:44,06/03/2008 22:44,6,1
