Start time,End time,Hall-Bedroom door,Hall-Bathroom door,ToiletFlush,Plates cupboard,Fridge,Microwave,Groceries Cupboard,Hall-Toilet door,Frontdoor,Cups cupboard,Pans Cupboard,Freezer,Dishwasher,Washingmachine,Label,Label_ID
2008-02-25 19:56:00,2008-02-25 20:01:00,,,,1,3,,,,,2,,1,,,prepare Dinner,15
2008-02-25 19:56:00,2008-02-25 20:04:00,,,,1,3,1,,,,1,,1,,,prepare Dinner,15
2008-02-25 19:57:00,2008-02-25 20:10:00,,,,1,3,2,,,,,,1,,,prepare Dinner,15
2008-02-25 20:00:00,2008-02-25 20:10:00,,,,1,4,2,,,,,,,,,prepare Dinner,15
2008-02-25 20:00:00,2008-02-25 20:18:00,,,,1,4,2,,,,,,,,,prepare Dinner,15
2008-02-25 20:01:00,2008-02-25 20:19:00,,,,2,3,2,,,,,,,,,prepare Dinner,15
2008-02-25 20:01:00,2008-02-25 20:20:00,,,,2,3,2,,,,,,,,,prepare Dinner,15
2008-02-25 20:04:00,2008-02-25 20:23:00,,,,1,4,2,,,,,,,,,prepare Dinner,15
2008-02-25 20:04:00,2008-02-25 20:23:00,,,,1,5,1,,,,,,,,,prepare Dinner,15
2008-02-25 20:10:00,2008-02-25 21:51:00,,1,,1,5,,,,,,,,,,prepare Dinner,15
2008-02-25 20:18:00,2008-02-25 21:51:00,,2,,1,4,,,,,,,,,,prepare Dinner,15
2008-02-25 20:19:00,2008-02-25 21:52:00,,2,1,1,3,,,,,,,,,,use toilet,4
2008-02-25 20:20:00,2008-02-25 21:52:00,,3,1,,3,,,,,,,,,,use toilet,4
2008-02-25 20:23:00,2008-02-25 23:24:00,,3,1,,2,,,1,,,,,,,use toilet,4
2008-02-25 20:23:00,2008-02-25 23:28:00,,4,1,,1,,,1,,,,,,,use toilet,4
2008-02-25 21:51:00,2008-02-25 23:28:00,,5,1,,,,,1,,,,,,,use toilet,4
2008-02-25 21:51:00,2008-02-25 23:29:00,,5,1,,,,,1,,,,,,,use toilet,4
2008-02-25 21:52:00,2008-02-26 00:39:00,,4,1,,,,,2,,,,,,,use toilet,4
2008-02-25 21:52:00,2008-02-26 00:39:00,,4,,,,,,3,,,,,,,use toilet,4
2008-02-25 23:22:00,2008-02-26 00:39:00,,3,,,,,,4,,,,,,,use toilet,4
2008-02-25 23:28:00,2008-02-26 00:39:00,,3,,,,,,4,,,,,,,use toilet,4
2008-02-25 23:28:00,2008-02-26 00:39:00,,2,1,,,,,4,,,,,,,use toilet,4
2008-02-25 23:28:00,2008-02-26 00:39:00,,1,1,,,,,5,,,,,,,use toilet,4
2008-02-26 00:39:00,2008-02-26 03:13:00,,1,1,,,,,5,,,,,,,use toilet,4
2008-02-26 00:39:00,2008-02-26 03:14:00,,1,2,,,,,4,,,,,,,use toilet,4
2008-02-26 00:39:00,2008-02-26 03:14:00,,2,2,,,,,3,,,,,,,use toilet,4
2008-02-26 00:39:00,2008-02-26 08:35:00,1,2,2,,,,,2,,,,,,,use toilet,4
2008-02-26 00:39:00,2008-02-26 08:36:00,1,3,2,,,,,1,,,,,,,use toilet,4
2008-02-26 00:39:00,2008-02-26 08:36:00,2,3,1,,,,,1,,,,,,,use toilet,4
2008-02-26 03:13:00,2008-02-26 08:36:00,3,3,1,,,,,,,,,,,,use toilet,4
2008-02-26 03:14:00,2008-02-26 08:36:00,3,3,1,,,,,,,,,,,,use toilet,4
2008-02-26 03:14:00,2008-02-26 09:15:00,4,3,,,,,,,,,,,,,use toilet,4
2008-02-26 08:35:00,2008-02-26 09:15:00,4,3,,,,,,,,,,,,,use toilet,4
2008-02-26 08:36:00,2008-02-26 09:18:00,3,4,,,,,,,,,,,,,use toilet,4
2008-02-26 08:36:00,2008-02-26 09:18:00,3,3,1,,,,,,,,,,,,use toilet,4
2008-02-26 08:36:00,2008-02-26 09:26:00,2,3,1,1,,,,,,,,,,,use toilet,4
2008-02-26 08:36:00,2008-02-26 09:26:00,1,3,1,1,,,1,,,,,,,,use toilet,4
2008-02-26 09:15:00,2008-02-26 09:27:00,1,2,1,1,,,2,,,,,,,,use toilet,4
2008-02-26 09:15:00,2008-02-26 09:28:00,,2,1,1,1,,2,,,,,,,,prepare Breakfast,13
2008-02-26 09:18:00,2008-02-26 09:29:00,,1,1,1,2,,2,,,,,,,,prepare Breakfast,13
2008-02-26 09:18:00,2008-02-26 09:48:00,,,1,1,2,,2,1,,,,,,,prepare Breakfast,13
2008-02-26 09:26:00,2008-02-26 09:48:00,,,,1,2,,2,2,,,,,,,prepare Breakfast,13
2008-02-26 09:26:00,2008-02-26 09:58:00,,,,,2,,2,3,,,,,,,prepare Breakfast,13
2008-02-26 09:27:00,2008-02-26 10:06:00,,,,,2,,1,3,1,,,,,,prepare Breakfast,13
2008-02-26 09:28:00,2008-02-26 20:31:00,,,,,2,,,3,2,,,,,,take shower,5
2008-02-26 09:28:00,2008-02-26 20:31:00,,,,,1,,,3,3,,,,,,take shower,5
2008-02-26 09:48:00,2008-02-26 21:02:00,,1,,,,,,3,3,,,,,,take shower,5
2008-02-26 09:48:00,2008-02-26 21:03:00,,1,1,,,,,2,3,,,,,,leave house,1
2008-02-26 09:58:00,2008-02-26 21:03:00,,2,1,,,,,1,3,,,,,,leave house,1
2008-02-26 10:06:00,2008-02-26 21:39:00,,2,1,,1,,,,3,,,,,,leave house,1
2008-02-26 20:31:00,2008-02-26 21:39:00,,2,1,,2,,,,2,,,,,,use toilet,4
2008-02-26 20:31:00,2008-02-26 21:40:00,,2,1,,2,,,,1,1,,,,,use toilet,4
2008-02-26 21:02:00,2008-02-26 21:40:00,,2,1,,3,,,,,1,,,,,get drink,17
2008-02-26 21:03:00,2008-02-26 22:56:00,,2,1,,3,,,,,1,,,,,get drink,17
2008-02-26 21:03:00,2008-02-26 22:57:00,,2,1,,3,,,,,1,,,,,get drink,17
2008-02-26 21:39:00,2008-02-26 22:58:00,,2,1,,3,,,,,1,,,,,get drink,17
2008-02-26 21:39:00,2008-02-26 22:58:00,,3,1,,2,,,,,1,,,,,use toilet,4
2008-02-26 21:40:00,2008-02-26 22:58:00,,4,1,,1,,,,,1,,,,,use toilet,4
2008-02-26 21:40:00,2008-02-26 22:58:00,,5,1,,1,,,,,,,,,,use toilet,4
2008-02-26 22:56:00,2008-02-26 22:58:00,,6,1,,,,,,,,,,,,use toilet,4
2008-02-26 22:57:00,2008-02-27 05:29:00,,6,1,,,,,,,,,,,,use toilet,4
2008-02-26 22:58:00,2008-02-27 05:30:00,1,6,,,,,,,,,,,,,use toilet,4
2008-02-26 22:58:00,2008-02-27 05:29:00,1,6,,,,,,,,,,,,,use toilet,4
2008-02-26 22:58:00,2008-02-27 05:30:00,1,5,1,,,,,,,,,,,,use toilet,4
2008-02-26 22:58:00,2008-02-27 05:30:00,1,5,1,,,,,,,,,,,,use toilet,4
2008-02-26 22:58:00,2008-02-27 08:01:00,1,4,1,1,,,,,,,,,,,use toilet,4
2008-02-27 05:29:00,2008-02-27 08:01:00,1,3,1,1,,,1,,,,,,,,use toilet,4
2008-02-27 05:29:00,2008-02-27 08:01:00,1,2,1,1,1,,1,,,,,,,,use toilet,4
2008-02-27 05:29:00,2008-02-27 08:02:00,,2,1,1,2,,1,,,,,,,,prepare Breakfast,13
2008-02-27 05:30:00,2008-02-27 08:13:00,,2,1,1,2,,1,,,,,,,,prepare Breakfast,13
2008-02-27 05:30:00,2008-02-27 08:14:00,,3,,1,2,,1,,,,,,,,prepare Breakfast,13
2008-02-27 08:01:00,2008-02-27 08:15:00,,2,1,1,2,,1,,,,,,,,prepare Breakfast,13
2008-02-27 08:01:00,2008-02-27 08:15:00,,3,1,,2,,1,,,,,,,,use toilet,4
2008-02-27 08:01:00,2008-02-27 08:26:00,,3,1,,2,,,1,,,,,,,use toilet,4
2008-02-27 08:01:00,2008-02-27 08:26:00,,3,1,,1,,,2,,,,,,,use toilet,4
2008-02-27 08:13:00,2008-02-27 08:34:00,,3,1,,,,,2,1,,,,,,use toilet,4
2008-02-27 08:13:00,2008-02-27 18:58:00,,2,1,,,,,2,2,,,,,,use toilet,4
2008-02-27 08:15:00,2008-02-27 19:01:00,,1,1,,,,1,2,2,,,,,,use toilet,4
2008-02-27 08:15:00,2008-02-27 19:00:00,,1,,,1,,1,2,2,,,,,,take shower,5
2008-02-27 08:26:00,2008-02-27 19:02:00,,,,,1,,1,2,2,,1,,,,prepare Dinner,15
2008-02-27 08:26:00,2008-02-27 19:02:00,,,,,2,,1,1,2,,1,,,,prepare Dinner,15
2008-02-27 08:34:00,2008-02-27 19:03:00,,,,,2,,1,,2,,1,1,,,prepare Dinner,15
2008-02-27 18:58:00,2008-02-27 19:05:00,,,,,3,,1,,1,,1,1,,,prepare Dinner,15
2008-02-27 18:59:00,2008-02-27 19:05:00,,,,,4,,1,,,,1,1,,,prepare Dinner,15
2008-02-27 19:00:00,2008-02-27 19:08:00,,,,,5,,,,,,1,1,,,prepare Dinner,15
2008-02-27 19:02:00,2008-02-27 19:09:00,,,,1,4,,,,,,1,1,,,prepare Dinner,15
2008-02-27 19:02:00,2008-02-27 19:16:00,,,,2,4,,,,,,,1,,,prepare Dinner,15
2008-02-27 19:03:00,2008-02-27 19:19:00,,,,2,3,,,,,1,,1,,,prepare Dinner,15
2008-02-27 19:05:00,2008-02-27 19:19:00,,,,2,3,,,,,2,,,,,prepare Dinner,15
2008-02-27 19:05:00,2008-02-27 19:20:00,,,,2,3,,,,,2,,,,,prepare Dinner,15
2008-02-27 19:08:00,2008-02-27 23:03:00,,1,,2,2,,,,,2,,,,,prepare Dinner,15
2008-02-27 19:09:00,2008-02-27 23:05:00,,1,1,2,1,,,,,2,,,,,prepare Dinner,15
2008-02-27 19:16:00,2008-02-27 23:05:00,,2,1,1,1,,,,,2,,,,,use toilet,4
2008-02-27 19:19:00,2008-02-28 00:13:00,,3,1,,1,,,,,2,,,,,use toilet,4
2008-02-27 19:19:00,2008-02-28 00:13:00,,3,2,,1,,,,,1,,,,,use toilet,4
2008-02-27 19:19:00,2008-02-28 00:13:00,,4,2,,1,,,,,,,,,,use toilet,4
2008-02-27 23:03:00,2008-02-28 00:13:00,,5,2,,,,,,,,,,,,use toilet,4
2008-02-27 23:05:00,2008-02-28 00:13:00,,5,2,,,,,,,,,,,,use toilet,4
2008-02-27 23:05:00,2008-02-28 00:16:00,,5,1,,,,,1,,,,,,,use toilet,4
2008-02-28 00:11:00,2008-02-28 00:20:00,1,4,1,,,,,1,,,,,,,use toilet,4
2008-02-28 00:13:00,2008-02-28 07:05:00,2,3,1,,,,,1,,,,,,,use toilet,4
2008-02-28 00:13:00,2008-02-28 07:06:00,2,4,,,,,,1,,,,,,,go to bed,10
2008-02-28 00:13:00,2008-02-28 07:06:00,2,4,,,,,,1,,,,,,,go to bed,10
2008-02-28 00:13:00,2008-02-28 07:07:00,2,3,1,,,,,1,,,,,,,go to bed,10
2008-02-28 00:16:00,2008-02-28 07:07:00,2,3,1,,,,,1,,,,,,,go to bed,10
2008-02-28 00:20:00,2008-02-28 09:48:00,3,3,1,,,,,,,,,,,,use toilet,4
2008-02-28 07:05:00,2008-02-28 09:49:00,2,4,1,,,,,,,,,,,,use toilet,4
2008-02-28 07:06:00,2008-02-28 09:49:00,1,5,1,,,,,,,,,,,,use toilet,4
2008-02-28 07:06:00,2008-02-28 09:49:00,1,4,2,,,,,,,,,,,,use toilet,4
2008-02-28 07:07:00,2008-02-28 09:49:00,1,4,2,,,,,,,,,,,,use toilet,4
2008-02-28 07:07:00,2008-02-28 09:49:00,1,4,2,,,,,,,,,,,,use toilet,4
2008-02-28 09:48:00,2008-02-28 09:50:00,1,3,2,1,,,,,,,,,,,use toilet,4
2008-02-28 09:48:00,2008-02-28 09:50:00,,3,2,1,,,1,,,,,,,,prepare Breakfast,13
2008-02-28 09:49:00,2008-02-28 09:50:00,,2,2,1,,,2,,,,,,,,prepare Breakfast,13
2008-02-28 09:49:00,2008-02-28 09:50:00,,1,2,1,,,3,,,,,,,,prepare Breakfast,13
2008-02-28 09:49:00,2008-02-28 09:50:00,,1,1,1,,,4,,,,,,,,prepare Breakfast,13
2008-02-28 09:49:00,2008-02-28 09:50:00,,,1,1,,,5,,,,,,,,prepare Breakfast,13
2008-02-28 09:50:00,2008-02-28 09:51:00,,,,1,,,6,,,,,,,,prepare Breakfast,13
2008-02-28 09:50:00,2008-02-28 09:51:00,,,,,,,7,,,,,,,,prepare Breakfast,13
2008-02-28 09:50:00,2008-02-28 09:51:00,,,,,1,,6,,,,,,,,prepare Breakfast,13
2008-02-28 09:50:00,2008-02-28 10:35:00,,1,,,1,,5,,,,,,,,prepare Breakfast,13
2008-02-28 09:50:00,2008-02-28 10:37:00,,1,1,,1,,4,,,,,,,,prepare Breakfast,13
2008-02-28 09:50:00,2008-02-28 10:37:00,,2,1,,1,,3,,,,,,,,prepare Breakfast,13
2008-02-28 09:51:00,2008-02-28 10:38:00,,2,1,,1,,2,1,,,,,,,prepare Breakfast,13
2008-02-28 09:51:00,2008-02-28 10:46:00,,2,1,,1,,1,2,,,,,,,use toilet,4
2008-02-28 09:51:00,2008-02-28 10:46:00,,2,1,,1,,,3,,,,,,,use toilet,4
2008-02-28 10:35:00,2008-02-28 10:58:00,,2,1,,,,,3,1,,,,,,use toilet,4
2008-02-28 10:37:00,2008-02-28 18:34:00,,1,1,,,,,3,2,,,,,,take shower,5
2008-02-28 10:37:00,2008-02-28 18:48:00,,2,,,,,,3,2,,,,,,take shower,5
2008-02-28 10:38:00,2008-02-28 18:48:00,,1,1,,,,,3,2,,,,,,take shower,5
2008-02-28 10:46:00,2008-02-28 18:48:00,,2,1,,,,,2,2,,,,,,use toilet,4
2008-02-28 10:46:00,2008-02-28 18:53:00,,2,1,,,,,1,3,,,,,,leave house,1
2008-02-28 10:58:00,2008-02-28 21:35:00,,2,1,,,,,,4,,,,,,leave house,1
2008-02-28 18:34:00,2008-02-28 21:40:00,,3,1,,,,,,3,,,,,,use toilet,4
2008-02-28 18:48:00,2008-02-28 21:42:00,,3,2,,,,,,2,,,,,,use toilet,4
2008-02-28 18:48:00,2008-02-28 21:42:00,,3,2,,,,,,2,,,,,,use toilet,4
2008-02-28 18:48:00,2008-02-28 23:23:00,,3,1,,,,,1,2,,,,,,use toilet,4
2008-02-28 18:53:00,2008-02-28 23:23:00,,3,1,,,,,1,2,,,,,,use toilet,4
2008-02-28 21:35:00,2008-02-28 23:23:00,,4,1,,,,,1,1,,,,,,use toilet,4
2008-02-28 21:40:00,2008-02-28 23:24:00,,4,2,,,,,1,,,,,,,use toilet,4
2008-02-28 21:42:00,2008-02-28 23:24:00,,4,2,,,,,1,,,,,,,use toilet,4
2008-02-28 21:42:00,2008-02-28 23:24:00,,4,2,,,,,1,,,,,,,use toilet,4
2008-02-28 23:23:00,2008-02-28 23:24:00,,4,2,,,,,1,,,,,,,use toilet,4
2008-02-28 23:23:00,2008-02-28 23:25:00,,4,2,,,,,1,,,,,,,use toilet,4
2008-02-28 23:23:00,2008-02-29 08:03:00,1,3,2,,,,,1,,,,,,,go to bed,10
2008-02-28 23:24:00,2008-02-29 08:03:00,1,3,2,,,,,1,,,,,,,go to bed,10
2008-02-28 23:24:00,2008-02-29 08:03:00,1,4,1,,,,,1,,,,,,,go to bed,10
2008-02-28 23:24:00,2008-02-29 08:03:00,2,3,1,,,,,1,,,,,,,go to bed,10
2008-02-28 23:24:00,2008-02-29 08:03:00,2,4,,,,,,1,,,,,,,go to bed,10
2008-02-28 23:24:00,2008-02-29 08:03:00,2,4,,,,,,1,,,,,,,go to bed,10
2008-02-29 08:03:00,2008-02-29 08:04:00,3,4,,,,,,,,,,,,,use toilet,4
2008-02-29 08:03:00,2008-02-29 08:04:00,2,5,,,,,,,,,,,,,use toilet,4
2008-02-29 08:03:00,2008-02-29 10:22:00,2,4,,1,,,,,,,,,,,use toilet,4
2008-02-29 08:03:00,2008-02-29 10:23:00,2,3,,1,,,1,,,,,,,,use toilet,4
2008-02-29 08:03:00,2008-02-29 10:23:00,1,3,,1,1,,1,,,,,,,,use toilet,4
2008-02-29 08:03:00,2008-02-29 10:30:00,1,3,,1,1,,1,,,,,,,,use toilet,4
2008-02-29 08:03:00,2008-02-29 10:30:00,1,2,1,1,1,,1,,,,,,,,use toilet,4
2008-02-29 08:04:00,2008-02-29 10:30:00,,2,2,1,1,,1,,,,,,,,use toilet,4
2008-02-29 10:22:00,2008-02-29 10:30:00,,2,2,1,1,,1,,,,,,,,use toilet,4
2008-02-29 10:22:00,2008-02-29 10:30:00,,3,2,,1,,1,,,,,,,,use toilet,4
2008-02-29 10:23:00,2008-02-29 10:30:00,,3,3,,1,,,,,,,,,,use toilet,4
2008-02-29 10:30:00,2008-02-29 10:30:00,,3,4,,,,,,,,,,,,use toilet,4
2008-02-29 10:30:00,2008-02-29 10:30:00,,3,4,,,,,,,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 10:31:00,,3,3,,,,,1,,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 10:31:00,,3,2,,,,,2,,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 10:38:00,,2,2,,,,,3,,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 10:48:00,,1,2,,,,,3,1,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 18:17:00,,1,1,,,,,3,2,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 18:18:00,,1,,,1,,,3,2,,,,,,take shower,5
2008-02-29 10:30:00,2008-02-29 18:41:00,,,,,1,,,3,3,,,,,,leave house,1
2008-02-29 10:31:00,2008-02-29 19:20:00,,,,,1,,,2,4,,,,,,leave house,1
2008-02-29 10:38:00,2008-02-29 19:24:00,,1,,,1,,,1,4,,,,,,leave house,1
2008-02-29 10:48:00,2008-02-29 19:24:00,,1,1,,1,,,,4,,,,,,leave house,1
2008-02-29 18:17:00,2008-02-29 19:25:00,,2,1,,1,,,,3,,,,,,leave house,1
2008-02-29 18:18:00,2008-02-29 19:45:00,,2,1,,2,,,,2,,,,,,leave house,1
2008-02-29 18:41:00,2008-02-29 19:46:00,,2,1,,1,,,,2,1,,,,,use toilet,4
2008-02-29 19:20:00,2008-02-29 19:46:00,,2,1,1,1,,,,1,1,,,,,use toilet,4
2008-02-29 19:24:00,2008-02-29 19:46:00,,2,1,1,2,,,,,1,,,,,prepare Dinner,15
2008-02-29 19:24:00,2008-02-29 19:47:00,,1,1,1,2,,1,,,1,,,,,prepare Dinner,15
2008-02-29 19:25:00,2008-02-29 19:47:00,,1,,1,3,,1,,,1,,,,,prepare Dinner,15
2008-02-29 19:45:00,2008-02-29 19:49:00,,,,1,3,,1,,,1,1,,,,prepare Dinner,15
2008-02-29 19:46:00,2008-02-29 20:10:00,,,,1,3,,1,,,1,1,,,,prepare Dinner,15
2008-02-29 19:46:00,2008-02-29 20:13:00,,,,1,3,,1,,,,2,,,,prepare Dinner,15
2008-02-29 19:46:00,2008-02-29 20:38:00,,,,,3,,1,,,,3,,,,prepare Dinner,15
2008-02-29 19:47:00,2008-02-29 20:43:00,,,,,3,,1,,,,3,,,,prepare Dinner,15
2008-02-29 19:47:00,2008-02-29 20:43:00,,,,,4,,,,,,3,,,,prepare Dinner,15
2008-02-29 19:49:00,2008-02-29 20:43:00,,,,,4,,,,,,3,,,,prepare Dinner,15
2008-02-29 20:10:00,2008-02-29 20:44:00,,,,,4,,,,,,3,,,,prepare Dinner,15
2008-02-29 20:13:00,2008-02-29 20:45:00,,,,,4,,,,,,3,,,,prepare Dinner,15
2008-02-29 20:37:00,2008-02-29 20:51:00,,,,,4,,,,,1,2,,,,prepare Dinner,15
2008-02-29 20:43:00,2008-02-29 20:51:00,,,,1,4,,,,,1,1,,,,prepare Dinner,15
2008-02-29 20:43:00,2008-02-29 20:52:00,,,,1,3,,,,,1,2,,,,prepare Dinner,15
2008-02-29 20:43:00,2008-02-29 20:52:00,,,,1,2,,,,,1,3,,,,prepare Dinner,15
2008-02-29 20:44:00,2008-02-29 20:52:00,,,,1,1,,,,,1,4,,,,prepare Dinner,15
2008-02-29 20:45:00,2008-02-29 20:52:00,,,,1,1,,,,,1,4,,,,prepare Dinner,15
2008-02-29 20:51:00,2008-02-29 20:52:00,,,,1,,,,,,1,5,,,,prepare Dinner,15
2008-02-29 20:51:00,2008-02-29 20:53:00,,,,1,,,,,,,6,,,,prepare Dinner,15
2008-02-29 20:52:00,2008-02-29 20:55:00,,,,,1,,,,,,6,,,,prepare Dinner,15
2008-02-29 20:52:00,2008-02-29 20:55:00,,,,,1,,,,,,5,1,,,prepare Dinner,15
2008-02-29 20:52:00,2008-02-29 20:55:00,,,,,2,,,,,,4,1,,,prepare Dinner,15
2008-02-29 20:52:00,2008-02-29 20:59:00,,,,,2,,,,,,4,1,,,prepare Dinner,15
2008-02-29 20:52:00,2008-02-29 20:59:00,,,,,3,,,,,,3,1,,,prepare Dinner,15
2008-02-29 20:53:00,2008-02-29 22:03:00,,,,,3,,,,1,,2,1,,,prepare Dinner,15
2008-02-29 20:55:00,2008-02-29 22:03:00,,,,,3,,,,2,,1,1,,,prepare Dinner,15
2008-02-29 20:55:00,2008-03-02 19:37:00,,,,,2,,,,3,,1,1,,,prepare Dinner,15
2008-02-29 20:55:00,2008-03-02 20:37:00,,1,,,2,,,,3,,1,,,,prepare Dinner,15
2008-02-29 20:58:00,2008-03-02 20:37:00,,1,1,,1,,,,3,,1,,,,leave house,1
2008-02-29 20:59:00,2008-03-02 20:37:00,,2,1,,1,,,,3,,,,,,leave house,1
2008-02-29 22:03:00,2008-03-02 20:57:00,,2,1,,,,,,3,,,1,,,leave house,1
2008-02-29 22:03:00,2008-03-02 21:00:00,,2,1,1,,,,,2,,,1,,,use toilet,4
2008-03-02 19:37:00,2008-03-02 21:00:00,,2,1,2,,,,,1,,,1,,,use toilet,4
2008-03-02 20:37:00,2008-03-02 21:00:00,,2,1,2,,,,,,,,2,,,prepare Dinner,15
2008-03-02 20:37:00,2008-03-02 21:01:00,,1,1,2,,,,,,,,3,,,prepare Dinner,15
2008-03-02 20:37:00,2008-03-02 21:58:00,,2,,2,,,,,,,,3,,,prepare Dinner,15
2008-03-02 20:57:00,2008-03-02 21:58:00,,2,,2,,,,,,,,3,,,prepare Dinner,15
2008-03-02 21:00:00,2008-03-02 21:58:00,,3,,2,,,,,,,,2,,,prepare Dinner,15
2008-03-02 21:00:00,2008-03-02 21:58:00,,3,1,1,,,,,,,,2,,,use toilet,4
2008-03-02 21:00:00,2008-03-02 22:03:00,,4,1,,,,,,,,,2,,,use toilet,4
